,Year,ZIP_Code,Geography_Type,Strata,Strata_Name,Cause,Cause_Desc,ICD_Revision,Count,Annotation_Code,Annotation_Desc,Data_Revision_Date
1090484,1999,93745,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090496,1999,93747,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090497,1999,93747,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090498,1999,93747,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090499,1999,93747,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090500,1999,93747,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090501,1999,93747,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090502,1999,93747,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090503,1999,93747,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090504,1999,93747,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090505,1999,93747,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090506,1999,93747,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090507,1999,93747,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090508,1999,93747,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090509,1999,93747,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090512,1999,93747,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090524,1999,93750,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090525,1999,93750,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090526,1999,93750,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090527,1999,93750,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090528,1999,93750,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090529,1999,93750,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090530,1999,93750,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090531,1999,93750,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090532,1999,93750,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090533,1999,93750,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090534,1999,93750,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090535,1999,93750,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090536,1999,93750,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090537,1999,93750,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090540,1999,93750,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090552,1999,93755,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090553,1999,93755,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090554,1999,93755,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090555,1999,93755,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090556,1999,93755,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090557,1999,93755,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090558,1999,93755,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090559,1999,93755,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090560,1999,93755,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090561,1999,93755,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090562,1999,93755,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090563,1999,93755,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090564,1999,93755,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090565,1999,93755,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090568,1999,93755,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090580,1999,93760,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1090581,1999,93760,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090582,1999,93760,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090583,1999,93760,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090584,1999,93760,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090585,1999,93760,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090586,1999,93760,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090587,1999,93760,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090588,1999,93760,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090589,1999,93760,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090590,1999,93760,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090591,1999,93760,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1090592,1999,93760,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090593,1999,93760,Residence,Gender,Male,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1090596,1999,93760,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1090608,1999,93761,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090609,1999,93761,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090610,1999,93761,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090611,1999,93761,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090612,1999,93761,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090613,1999,93761,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090614,1999,93761,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090615,1999,93761,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090616,1999,93761,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090617,1999,93761,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090618,1999,93761,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090619,1999,93761,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090620,1999,93761,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090621,1999,93761,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090624,1999,93761,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090636,1999,93764,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090637,1999,93764,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090638,1999,93764,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090639,1999,93764,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090640,1999,93764,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090641,1999,93764,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090642,1999,93764,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090643,1999,93764,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090644,1999,93764,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090645,1999,93764,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090646,1999,93764,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090647,1999,93764,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090648,1999,93764,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090649,1999,93764,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090652,1999,93764,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090664,1999,93765,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090665,1999,93765,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090666,1999,93765,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090667,1999,93765,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090668,1999,93765,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090669,1999,93765,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090670,1999,93765,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090671,1999,93765,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090672,1999,93765,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090673,1999,93765,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090674,1999,93765,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090675,1999,93765,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090676,1999,93765,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090677,1999,93765,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090680,1999,93765,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090692,1999,93771,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090693,1999,93771,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090694,1999,93771,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090695,1999,93771,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090696,1999,93771,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090697,1999,93771,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090698,1999,93771,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090699,1999,93771,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090700,1999,93771,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090701,1999,93771,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090702,1999,93771,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090703,1999,93771,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090704,1999,93771,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090705,1999,93771,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090708,1999,93771,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090720,1999,93772,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090721,1999,93772,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090722,1999,93772,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090723,1999,93772,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090724,1999,93772,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090725,1999,93772,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090726,1999,93772,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090727,1999,93772,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090728,1999,93772,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090729,1999,93772,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090730,1999,93772,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090731,1999,93772,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090732,1999,93772,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090733,1999,93772,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090736,1999,93772,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090748,1999,93773,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090749,1999,93773,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090750,1999,93773,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090751,1999,93773,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090752,1999,93773,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090753,1999,93773,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090754,1999,93773,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090755,1999,93773,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090756,1999,93773,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090757,1999,93773,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090758,1999,93773,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090759,1999,93773,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090760,1999,93773,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090761,1999,93773,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090764,1999,93773,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090776,1999,93774,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090777,1999,93774,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090778,1999,93774,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090779,1999,93774,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090780,1999,93774,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090781,1999,93774,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090782,1999,93774,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090783,1999,93774,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090784,1999,93774,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090785,1999,93774,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090786,1999,93774,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090787,1999,93774,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090788,1999,93774,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090789,1999,93774,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090792,1999,93774,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090804,1999,93775,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090805,1999,93775,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090806,1999,93775,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090807,1999,93775,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090808,1999,93775,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090809,1999,93775,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090810,1999,93775,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090811,1999,93775,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090812,1999,93775,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090813,1999,93775,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090814,1999,93775,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090815,1999,93775,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090816,1999,93775,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090817,1999,93775,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090820,1999,93775,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090832,1999,93776,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090833,1999,93776,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090834,1999,93776,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090835,1999,93776,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090836,1999,93776,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090837,1999,93776,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090838,1999,93776,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090839,1999,93776,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090840,1999,93776,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090841,1999,93776,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090842,1999,93776,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090843,1999,93776,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090844,1999,93776,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090845,1999,93776,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090848,1999,93776,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090860,1999,93777,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090861,1999,93777,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090862,1999,93777,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090863,1999,93777,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090864,1999,93777,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090865,1999,93777,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090866,1999,93777,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090867,1999,93777,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090868,1999,93777,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090869,1999,93777,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090870,1999,93777,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090871,1999,93777,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090872,1999,93777,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090873,1999,93777,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090876,1999,93777,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090888,1999,93778,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090889,1999,93778,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090890,1999,93778,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090891,1999,93778,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090892,1999,93778,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090893,1999,93778,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090894,1999,93778,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090895,1999,93778,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090896,1999,93778,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090897,1999,93778,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090898,1999,93778,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090899,1999,93778,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090900,1999,93778,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090901,1999,93778,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090904,1999,93778,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1090916,1999,93779,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090917,1999,93779,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090918,1999,93779,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090919,1999,93779,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090920,1999,93779,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090921,1999,93779,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090922,1999,93779,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090923,1999,93779,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090924,1999,93779,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090925,1999,93779,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090926,1999,93779,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090927,1999,93779,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090928,1999,93779,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090929,1999,93779,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1090932,1999,93779,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1091000,1999,93786,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091001,1999,93786,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091002,1999,93786,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091003,1999,93786,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091004,1999,93786,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091005,1999,93786,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091006,1999,93786,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091007,1999,93786,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091008,1999,93786,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091009,1999,93786,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091010,1999,93786,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091011,1999,93786,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091012,1999,93786,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091013,1999,93786,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091016,1999,93786,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1091028,1999,93790,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091029,1999,93790,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091030,1999,93790,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091031,1999,93790,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091032,1999,93790,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091033,1999,93790,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091034,1999,93790,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091035,1999,93790,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
